  Comments,Ankon,Rizvi,Sourov,FinalTag
শিক্ষা ব্যবস্হা ধ্বংস করা হচ্ছে,Sadness,Sadness,Sadness,Sadness
নিশ্চয়ই ইহাও একটি বড় ষড়যন্ত্র,Fear,Fear,Fear,Fear
বন্যা কবলিত মানুষের জন্য খাদ্য সামগ্রীর পাশাপাশি আমার শ্রদ্ধেয় মা বোনদের জামা কাপড়ের দিকে লক্ষ রাখা জরুরি। কেননা পুরুষ কম কাপড়ে থাকতে পারে নারী নয়।,Sadness,Sadness,Sadness,Sadness
জীবন সুন্দর তখনই হয় 🥰যখন ভালোবাসার মানুষটা পাশে থাকে,Happiness,Happiness,Happiness,Happiness
ওটাই ওদের বৈশিষ্ট্য এবং ঐতিহাসিক সত্য।,Happiness,Happiness,Happiness,Happiness
চীন ও রাশিয়া সর্বতোভাবে বিপজ্জনক দেশ।,Fear,Fear,Fear,Fear
একদম সঠিক মতামত,Happiness,Happiness,Happiness,Happiness
স্বৈরাচারের চেয়ে দুর্বল গণতান্ত্রিক দেশগুলোও অনেক ভাল,Happiness,Happiness,Happiness,Happiness
ভোট  চোরের কারখানা,Disgust,Disgust,Disgust,Disgust
ইতিহাসের যতো জঘন্য আর হত্যার পেছনে আওয়ামিলীগ জড়িত,Disgust,Disgust,Disgust,Disgust
টাকার কাছে প্রিয় মানুষটি হারিয়ে যায়।,Sadness,Sadness,Sadness,Sadness
ওরা পশুর চেয়েও অধম,Anger,Anger,Anger,Anger
অতিদ্রুত নামগুলো ঘোষনা করা হউক।,Undefined,Undefined,Undefined,Undefined
এই মূহুর্তটা খুব কষ্টের,Sadness,Sadness,Sadness,Sadness
মানবতা কোথায় গিয়ে দাড়িয়েছে।যেখানে বিনা পয়সায় দেওয়ার কথা সেখানে জুলুম করে টাকা বাড়িয়ে নিচ্ছে।,Disgust,Disgust,Disgust,Disgust
এদের কে চিহ্নিত করে আইনের আওতায় আনা দরকার।,Anger,Anger,Anger,Anger
"দিন দিন মানুষের সংখ্যা কমছে আর অমানুষদের পদচারণ বাড়ছে, আর তারই প্রতিফলন প্রকাশ পাচ্ছে",Sadness,Sadness,Sadness,Sadness
"বন্যায় দেশে ভয়াবহ পরিস্থিতি,মানুষ কত অসহায় অবস্থায় আছে, আর এই সুযোগে,দেশের কিছু জুলুম বাজ ব্যাবসায়ী চোর গুলো জিনিসের দাম বাড়ায়",Anger,Anger,Anger,Anger
পুলিশকে প্রয়োজনে হাতে লাঠি ও নিতে হতে পারে।,Anger,Anger,Anger,Anger
তারা শেখ হাসিনার প্রতি তাদের আনুগত্য প্রমান দিছে।বুঝায় দিছে শেখ হাসিনা তাদের উপর আস্থা রাখতে পারে,Happiness,Happiness,Happiness,Happiness
ভালো হলো না,Sadness,Sadness,Sadness,Sadness
নির্বাচনী ব্যবস্থা ত আগেই ধ্বংস।,Sadness,Sadness,Sadness,Sadness
কুমিল্লার মানুষকে অপমান করা হয়েছে।,Sadness,Sadness,Sadness,Sadness
স্যার এভাবে মুখের উপরে সত্য কথা বললে তো আপনার জেলে যাওয়ার সম্ভাবনা বেশি,Fear,Fear,Fear,Fear
যত কষ্টই হোক না কেন সবাই যেন ভালবাসার মানুষটার হাতটা ধরে রাখে,Happiness,Happiness,Happiness,Happiness
অভিনয় ভালো হয় নাই,Disgust,Disgust,Disgust,Disgust
"সময়োপযোগী এবং বাস্তবমুখী পদক্ষেপ ,ধন্যবাদ বাংলাদেশ সরকার।",Happiness,Happiness,Happiness,Happiness
এটি একটি আনন্দময় পারিবারিক ছবি ,Happiness,Happiness,Happiness,Happiness
উন্নয়নের ঝড়ে শতভাগ বিদ্যুতের দেশ এখন হাতে হ্যারিকেন,Disgust,Disgust,Disgust,Disgust
আলহামদুলিল্লাহ! আমার বাসায় কোন লোডশেডিং হয় না,Happiness,Happiness,Happiness,Happiness
আগে থেকে সরকার সতর্ক হওয়ায় ভালো লাগলো। ,Happiness,Happiness,Happiness,Happiness
তোমারে দেখতে অনেক ভাল্লাগে,Happiness,Happiness,Happiness,Happiness
সবার অফিস একই টাইমে শুরু করার কুফল এটা।,Sadness,Sadness,Sadness,Sadness
২৪ ঘন্টায় মসজিদে সর্বোচ্চ দুই থেকে তিন ঘন্টা এসি চলে । বিষয়টি পুনঃ বিবেচনা করতে কতৃপক্ষের অনুরোধ রাখছি‌,Happiness,Happiness,Happiness,Happiness
এয়ারপোর্ট থেকে গুলিস্তান পযন্ত এই রাস্তা এত জ্যাম হয় যা বলে বোঝানো যাবে না।,Sadness,Sadness,Sadness,Sadness
বসবাসের অযোগ্য শহর ঢাকা!,Sadness,Sadness,Sadness,Sadness
শেষে অনেক হাসি পাইলো,Happiness,Happiness,Happiness,Happiness
বন্ধু যদি বন্ধুর মতন হয় তা হলে বন্ধুত্ব সুন্দর,Happiness,Happiness,Happiness,Happiness
"চির অটুট থাকুক, এ বন্ধন।",Happiness,Happiness,Happiness,Happiness
এখন বিদ্যুৎ সংকট তারপর গ্যাস তারপর তেল,Fear,Fear,Fear,Fear
সব বন্ধুর মাঝে একটা ঘারতেরা থাকবেই,Disgust,Disgust,Disgust,Disgust
মাননীয় প্রধানমন্ত্রীর কাছে বিদ্যুতের এ কঠিন সংকটময় মুহূর্তে সরকারি অফিস আদালতে এসি বন্ধ রাখার নির্দেশনা কামনা করছি,Sadness,Sadness,Sadness,Sadness
গরীবের স্বপ্ন বড়লোক হওয়া। আহা রে গরীব !,Sadness,Sadness,Sadness,Sadness
প্রতিটি গরিব স্বপ্ন দেখে তবে কোটিতে এক দুটির স্বপ্ন পূরণ হয়।,Sadness,Sadness,Sadness,Sadness
এবার ভারতবাসী একজন যোগ্য প্রধানমন্ত্রী নির্বাচন করুন,Anger,Anger,Anger,Anger
একদম। কারণ নিজের দেশেতো ওইটা করার ক্ষমতা আমাদের নাই।,Sadness,Sadness,Sadness,Sadness
এটাতো আমাদের বাড়ির পাশের রাস্তা,Happiness,Happiness,Happiness,Happiness
যোগী আসলে ভারত ভিখারি হয়ে যাবে।,Fear,Fear,Fear,Fear
আমাদের দেশের রাস্তা দেখলে আমার এখন নিজেরই ভয় লাগে,Fear,Fear,Fear,Fear
ভারত যে অসাম্প্রদায়িক গনতান্ত্রিক দেশ তা আরেকবার প্রমাণ করলেন।,Happiness,Happiness,Happiness,Happiness
ভাবছি দেশে কখনো আর বাইক চালাবো না।,Sadness,Sadness,Sadness,Sadness
"এটাই ভারতীয় গণতন্ত্রের সৌন্দর্য্য। এখানে সংখ্যাগরিষ্ঠ, সংখ্যালঘু এবং আদিবাসী যে কেউ রাষ্ট্রপতি হতে পারে",Happiness,Happiness,Happiness,Happiness
"গরীবের স্বপ্ন ফলেনা,ঘুম ভাঙলেই শেষ!",Sadness,Sadness,Sadness,Sadness
"এগিয়ে যান,পঞ্চ পান্ডব এবং আপনার সখা বাসুদেব আপনার সাথে আছে",Happiness,Happiness,Happiness,Happiness
হতাশ আমি খুবই হতাশ,Sadness,Sadness,Sadness,Sadness
আপনার সাথে একটা খাওয়ার প্রতিযোগিতা করতে চাই।,Happiness,Happiness,Happiness,Happiness
 চট্টগ্রাম হল দেশের প্রান ভ্রমর,Happiness,Happiness,Happiness,Happiness
আজ যদি গরীব দেশ গুলো আমাদের মত বুদ্ধি থাকতো তাহলে তারা অনেক উন্নত হতো আর আমাদের মত সিঙ্গাপুর হয়ে যেত,Sadness,Sadness,Sadness,Sadness
নাটকের এই হিরোকে দেখলে আামার শরীর জ্বলে,Disgust,Disgust,Disgust,Disgust
ক্রিস গেইলের মন অনেক ভালো এবং উদার মনের মানুষ তিনি ।,Happiness,Happiness,Happiness,Happiness
"প্রথম আলোর পরামর্শ ভুয়া। আসল তথ্য কে দিবে জাতি জানে,,,আমরা সেই অপেক্ষায় আছি,",Disgust,Disgust,Disgust,Disgust
"সবচেয়ে কার্যকর হচ্ছে, মোটর সাইকেল ধরে পায়ে হেঁটে ঠেলে গন্তব্যে যাওয়া।। অথব, বাইকে বসে কোনো অটো/সি এন জি ধরে গন্তব্যে যাওয়া।",Happiness,Happiness,Happiness,Happiness
তেল ছাড়া কিভাবে চালানো যায় সেটার বিকল্প পদ্ধতি বলেন,Undefined,Undefined,Undefined,Undefined
মাননীয়া কাছ থেকে তেলের বিকল্প রেসিপি আসছে সবাই ধের্য ধরুন।,Sarcasm,Sarcasm,Sarcasm,Sarcasm
বাইক এর দিন শেষ সাইকেল এর বাংলাদেশ,Sarcasm,Sarcasm,Sarcasm,Sarcasm
"আপনারা কিছুই জানেন না, মোটরসাইকেলে তেল সাশ্রয় করতে চাইলে পায়ে হেঁটে চলার অভ্যাস করতে হবে",Undefined,Undefined,Undefined,Undefined
"বলছি যে আমাদের এলাকায় তো সবই ভাঙা রাস্তা, তাহলে কি আমরা তেলের খরচ কমাতে পারবো না?",Sadness,Sadness,Sadness,Sadness
"ভাই আমাদের যে রাস্তা, তা দিয়ে নৌকা চলে বিশ্বাস না হলে দেখে যান",Sarcasm,Sarcasm,Sarcasm,Sarcasm
তেল ছাড়া কিভাবে চালাবে সেই পরামর্শ ই দিলেন না।,Sarcasm,Sarcasm,Sarcasm,Sarcasm
যে রাস্তার কথা আপনারা বলছেন তাহলে তো মোটরসাইকেল নিয়ে চাঁদের দেশে যেতে হবে,Sarcasm,Sarcasm,Sarcasm,Sarcasm
তার থেকে ইঞ্জিন খুলে প্যাডেল লাগায় নিলেই তো হয়,Sarcasm,Sarcasm,Sarcasm,Sarcasm
এসব পদ্ধতি লাগবে না। তেল ছাড়া কিভাবে বাইক চালানো যাবে সেই পরামর্শ লাগবে | দরকার পরলে শেখহাসিনার কাছে শিখে তারপর নিউজ লিখবেন,Sarcasm,Sarcasm,Sarcasm,Sarcasm
"মোটরসাইকেলের দিন শেষ, বাইসাইকেলের বাংলাদেশ",Sarcasm,Sarcasm,Sarcasm,Sarcasm
ভাঙ্গা রাস্তা গুলো দিয়া কি হেলিকপ্টার দিয়ে উড়ে যাবে,Sarcasm,Sarcasm,Sarcasm,Sarcasm
মোটরসাইকেলে তেলের খরচ কমানোর চমৎকার উপায় জানলাম খুব উপকার হলো,Happiness,Happiness,Happiness,Happiness
ঘন ঘন ব্রেক না করে ডাইরেক্ট এক্সিডেন্ট করে মারা গেলেন আর তেলই লাগব না।,Sadness,Sadness,Sadness,Sadness
তার চেয়ে ভালো ভাইক বাসায় রেখে হেঁটে অফিস যাওয়া। বেঁচে জাবে তেল,Happiness,Happiness,Happiness,Happiness
মোটরসাইকেল না চালানো এইটাও একটা উপায় হইতে পারে,Undefined,Undefined,Undefined,Undefined
দেখছেন এখনই সমাধান বেরোয় গেছে।,Happiness,Happiness,Happiness,Happiness
আমাদের দেশে ভাঙ্গা রাস্তা ছাড়া আছে কি?,Sadness,Sadness,Sadness,Sadness
পায়ে হেঁটে গেলে আর কিচ্ছু লাগবে না।,Happiness,Happiness,Happiness,Happiness
"পেট্রোল, অকটেন, ডিজেল ছাড়াও কিন্তু গাড়ী চালানো যায়, আমরা কিন্তু তাই করি। তেলের বদলে কিছুটা চেতনা আর খানিকটা উন্নয়ন গাড়ীতে দিলে সুন্দর চলতে থাকে।",Sarcasm,Sarcasm,Sarcasm,Sarcasm
রাস্তা ভাঙা থাকলে ক্ষেতের মধ্য দিয়ে যেতে হবে তাহলে,Sadness,Sadness,Sadness,Sadness
ভাঙা রাস্তা এড়িয়ে চলা দারুন ফর্মুলা জোশ | ,Happiness,Happiness,Happiness,Happiness
"ভাংগা রাস্তা এড়িয়ে চললে তো আর গাড়ি বাড়ি তেকে বের করতেই পারমু না, কারন আমার পুরা রাস্তাই ভাংগা",Sadness,Sadness,Sadness,Sadness
বাই সাইকেলে কিভাবে খরচ কমানো যায় সেই রেসিপিটা দিলে উপকার হইতো,Sadness,Sadness,Sadness,Sadness
মোটর সাইকেল চালাতে আরও উতসাহ দেন যাতে মৃতের সংখ্যা বাড়ে,Disgust,Disgust,Disgust,Disgust
"এয়ার ফিল্টার পরিস্কার করেছি,হাওয়া নিয়মিত চেক করি।ভাঙা রাস্তা এড়িয়ে চলছি।",Happiness,Happiness,Happiness,Happiness
আপনি নৌকা কিনে নেন তেল খরচ থেকে বেছে জাবেন,Happiness,Happiness,Happiness,Happiness
"ঢাকা শহরে ঘন ঘন ব্রেক যাতে দেয়া না লাগে, জ্যাম মুক্ত শহর করা হোক।",Undefined,Undefined,Undefined,Undefined
"৩০০ বলের ক্রিকেটে আজ বাংলাদেশের ডটবলের সংখ্যা ১৫১, অর্থাৎ, ৫০ ভাগেরও বেশি |",Sadness,Sadness,Sadness,Sadness
জিম্বাবুয়ের সাথে খেলতে খেলতে নিজেরাই জিম্বাবুয়ে হয়ে গেলাম!,Sarcasm,Sarcasm,Sarcasm,Sarcasm
"ভালো খেলেছে, উইকেট খারাপ মনে হলো, আগে বল করতে পারলে জিততো।",Happiness,Happiness,Happiness,Happiness
"আইএমএফের শর্ত মেনে জিম্বাবুয়ের কাছে হেরে গেছে বাংলাদেশ, এছাড়া আর কি কারণ থাকতে পারে।",Sarcasm,Sarcasm,Sarcasm,Sarcasm
রাশিয়া ও ইউক্রেন যুদ্ধের কারণে বাংলাদেশের সেঞ্চুরি রিজার্ভ রেখেছে।,Sarcasm,Sarcasm,Sarcasm,Sarcasm
"বুইড়ারা এখন দলে জায়গা ধরে রাখার জন্য খেলে,দলের জন্য খেলে না।এদের মনে ভয় এই বুঝি বাদ পড়ে গেলাম।",Disgust,Disgust,Disgust,Disgust
বুড়ারাই ত রান করলো বাংলাদেশে তরুণ বলতে কিছু নাই।,Sadness,Sadness,Sadness,Sadness
ওদের কে দিয়ে হবেনা। সামনে টি২০ এশিয়া কাপ এবং বিশ্বকাপ সৌম্য সাব্বির কে জাতীয় দলে ডাকা হোক।,Sadness,Sadness,Sadness,Sadness
এই ধরনের ব্যাটিং সহায়ক উইকেটে রান ৩৫০ দরকার ছিল যা সংগ্রহ করতে ব্যাটসম্যানরা প্রথমেই ব্যর্থ হয়েছে। বর্তমানে খেলা দেখলে মনে হয় ব্যাটসম্যানরা দলের জন্য নয় নিজের জন্য ব্যাটিং করেন।,Disgust,Disgust,Disgust,Disgust
আজকের ম্যাচ হারার জন্য দায়ী মেহেদী হাসান মিরাজ। ভাগ্যকে দোষ দেয়া অযৌক্তিক।,Anger,Anger,Anger,Anger
"ভালো মানের একটা ব্যাটিং কোচ দরকার বাংলাদেশের। জিম্বাবায়ের ল্যান্স ক্লুজনার,",Happiness,Happiness,Happiness,Happiness
"যেখানে রেগুলার বলাররা উইকেট পাচ্ছিল না,তাই পার্ট টাইম বলারদের ব্যাবহার করানো উচিত ছিল,তাহলে ফলাফল অন্যরকম হতে পারত,ক্যাপ্টেনসি ও আজকের খেলায় ভাল হয়নি",Sadness,Sadness,Sadness,Sadness
ফর্মে ফেরার জন্য জিম্বাবুয়ে যাওয়া হতো এখন সেটাও বন্ধ হয়ে গেল,Sadness,Sadness,Sadness,Sadness
তোদের থাকবে কি করে? তোরা তো বিশ্বছেড়া দল। জিম্বাবুয়ের মতো শক্তিশালী দলের কাছে বাংলাদেশের মতো নগন্য শক্তির দল পাত্তা পায় না।,Disgust,Disgust,Disgust,Disgust
জিম্বাবুয়ে আগের মতো নেই! তাদের এই পরিবর্তন সত্যি প্রশংসার যোগ্য।,Happiness,Happiness,Happiness,Happiness
ভালো ফর্মে ফেরার জন্য জিম্বাবুয়ে গিয়েছিলো! উল্টো জিম্বাবুয়েদের ফর্মে ফিরিয়ে দিলো!,Sarcasm,Sarcasm,Sarcasm,Sarcasm
সিকান্দার রাজার খেলা দেখে আমার কেনিয়ার স্টিভ টিকালোর কথা মনে হচ্ছে। সে একাই আমাদের ক্রিকেট টিম কে হারিয়ে দিত।,Happiness,Happiness,Happiness,Happiness
বাংলাদেশের অবস্থা আর বাংলাদেশের ক্রিকেটারদের অবস্থা একই হতাশ,Sadness,Sadness,Sadness,Sadness
"সাকিবের গুরুত্ব এখন বোঝা যায়, সাকিব থাকলে  এতো‌ সহজে সিরিজ জিততে পারতো না | যখন এত বড় পার্টনারশিপ করছে তখন‌ সাকিব আসলে নিচ্শয়ই একটা ব্রেকথ্রু আনতে পারতো। খুব তাড়াতাড়ি ফিরে আসো নবাব তোমাকে ছাড়া আমাদের ক্রিকেট বড্ড অসহায়।",Sadness,Sadness,Sadness,Sadness
ইন্ডিয়ার উচিত বিরাট কোহলিকে বাংলাদেশ সিরিজে পাঠিয়ে ফর্মে পেরানো হোক,Sarcasm,Sarcasm,Sarcasm,Sarcasm
জম্বু'ওয়াশের অপেক্ষায় বাংলাদেশ,Sadness,Sadness,Sadness,Sadness
সব সময় বোলাররা ম্যাচ জিতিয়ে সেই আশা করার ফল।,Sadness,Sadness,Sadness,Sadness
"দুঃখজনক হলেও সত্য এটাই, পরের ম্যাচেও জিম্বাবুয়েই জিতবে",Sadness,Sadness,Sadness,Sadness
রাজার প্রজা হয়ে টাইগাররা এখন মহাসুখে বনের মধ্যে ঘুরে বেড়াবে,Sarcasm,Sarcasm,Sarcasm,Sarcasm
থাকবে কেমনে আমাগো ব্যাটারদের স্লটে বল করলে ঠ্যাক দেয় আর অন্যদেশের ব্যাটসম্যানরা ছক্কা মারে,Disgust,Disgust,Disgust,Disgust
শোকের মাসে ক্রিকেটের পরাশক্তি জিম্বাবুয়েকে হারিয়ে বিজয় উদযাপন করতে চায় না।,Sadness,Sadness,Sadness,Sadness
ওরা ৪ টি করতে পারছে আপনাদের বোলিং ব্যার্থটা আপনারা ৯০ ছুতে পারেন নাই ওদের বোলিং এর সফলতা ভালো বোল করলে ৩০০ রান করে যেকোন দল ঘুমিয়ে জিতে যায়।,Disgust,Disgust,Disgust,Disgust
"তামিমের দোষ নেই, প্রত‍্যেকের খারাপ খেলার দায়তো সে নেবে না।",Sadness,Sadness,Sadness,Sadness
ধীরগতির খেলাই আমাদের ডুবিয়েছে। আমাদের আরও আক্রমনাত্বক হতে হবে।,Sadness,Sadness,Sadness,Sadness
ব্যাটারদের কোন সমস্যা নেই। কাঠগড়ায় বোলারদের পারফর্মেন্স। ওরা নয় উইকেট নিলে আপনারা কয় উইকেট নিছেন..?,Anger,Anger,Anger,Anger
ফর্মে ফেরার জন্য জিম্বাবুয়ে যাওয়া হতো এখন সেটাও বন্ধ হয়ে গেল,Sadness,Sadness,Sadness,Sadness
নতুন দল তাই সমালোচনা করবেন না প্লিজ,Sadness,Sadness,Sadness,Sadness
বিত্তবান কারো যদি নিউজটা হৃদয়ে লাগে তাহলে উক্ত রিপোর্টারের মাধ্যমে মেয়েটিকে আর্থিক সহায়তা করুন,Sadness,Sadness,Sadness,Sadness
"বিশ্ববিদ্যায়ে ভর্তি ফি আর কত লাগে,বিত্তবান না হলেও আপনিও করতে পারতেন এই সহযোগীতা",Sadness,Sadness,Sadness,Sadness
জে জেভাবে পারতেছে নিজের থলি ভারী করতেছে।করবে টাকা কিন্ত নেওয়া জায় জানেন কি?,Disgust,Disgust,Disgust,Disgust
আল্লাহ এই শোক স‌ইবার ক্ষমতা দান করুন এবং জান্নাতুল ফেরদাউস দান করুন। আমিন।,Sadness,Sadness,Sadness,Sadness
"মহান আল্লাহ সহায় হোক, আমীন",Sadness,Sadness,Sadness,Sadness
সরকারের উচিত পরিবারগুলোর পাশে দাড়ানো।,Undefined,Undefined,Undefined,Undefined
"শুধুমাত্র তাদের জন্য ভীষণ ধনী হতে ইচ্ছে হয়, জানিনা কখনও সফল হবো কিনা",Sadness,Sadness,Sadness,Sadness
শুধু বিওবান না দায়বদ্ধতা আছে সরকারের,Anger,Anger,Anger,Anger
খুবই কষ্টদায়ক। মেয়েটি যাতে লেখাপড়া করতে পারে সমাজের কারো হাত বাড়িয়ে দেওয়া উচিত।,Sadness,Sadness,Sadness,Sadness
এই হলো বর্তমান বাংলাদেশ এর চিত্র। যার আছে সব আছে।যার নেই কিছুই নেই।আমরা কি এমন দেশ চেয়েছি?,Sadness,Sadness,Sadness,Sadness
যোগাযোগ করার ব্যবস্থা করে দেন চেষ্টা করবো ইনশাআল্লাহ হেল্প করার,Happiness,Happiness,Happiness,Happiness
দিন সবাই টাকার কাছে হার মানে।,Sadness,Sadness,Sadness,Sadness
আহারে জীবন,Sadness,Sadness,Sadness,Sadness
খুবই দুঃখজনক চোখে পানি চলে আসলো,Sadness,Sadness,Sadness,Sadness
বিত্তবান শ্রেণী এগিয়ে আসুক এদের লেখা পড়ার সুযোগ দিক,Sadness,Sadness,Sadness,Sadness
আল্লাহপাক ধৈর্য্য ধারণ করার ক্ষমতা প্রদান করুক আমিন!,Sadness,Sadness,Sadness,Sadness
আপনারা আছেন বলেই দুনিয়ায় আজও ভালবাসা মমতা টিকে আছে।,Happiness,Happiness,Happiness,Happiness
অনেক সুন্দর একটি নিউজ সবার কাছে পৌছে দেওয়ার জন্য ধন্যবাদ। অনেক অনেক ভালোবাসা।,Happiness,Happiness,Happiness,Happiness
হে আল্লাহপাক এই মাকে সাহায্যের ব্যাবস্থা করেন আমিন।,Undefined,Undefined,Undefined,Undefined
"মানুষ মানুষের জন্য, দয়া করে কেউ এদের পাশে দাড়ান",Sadness,Sadness,Sadness,Sadness
"এই ধরনের মানুষগুলোর প্রতি ভিত্তবানরা একটু দয়াবান হওয়ার চেষ্টা করেন, ইনশাআল্লাহ আল্লাহ তায়ালা আপনার পরকাল সুন্দর এবং সহজ করে দিবেন",Happiness,Happiness,Happiness,Happiness
এটা সিংগাপুরের গল্প,Sarcasm,Sarcasm,Sarcasm,Sarcasm
আল্লাহ সহায় হলে অবশ্যই বাবার স্বপ্ন পূরণ হবে ইনশাআল্লাহ,Happiness,Happiness,Happiness,Happiness
শুভ কামনা শ্রীলংকা ও বাংলাদেশ,Happiness,Happiness,Happiness,Happiness
বাংলাদেশে ৯ বছরের মধ্যে দফায় দফায় বাড়ানো হয়েছে আর বেশি বাগ মনগড়া বিদ্যুৎ বিল তৈরি করে,Anger,Anger,Anger,Anger
প্রেমের টানে বাংলাদেশে না আসলেই হলো।,Sadness,Sadness,Sadness,Sadness
"আরেকটা দেশ আছে যেখানে কিনা মন চাইলে দাম বাড়ায় দেয়,পারলে প্রতি মাসে বাড়ায়",Surprise,Surprise,Surprise,Surprise
বাংলাদেশেরও প্রায় একই অব*স্থা।,Sadness,Sadness,Sadness,Sadness
৯বছরে আমাদের দেশে অনেক বার বিদ্যুতের দাম বেড়েছে সুতরাং এই দেশের মানুষকে শ্রীলংকার ভয় দেখিয়ে লাভ নাই। শ্রীলংকা এতদিন বিদ্যুতের দাম বাড়ায়নি বলেই তাদের এই অবস্থা,Sadness,Sadness,Sadness,Sadness
বাংলাদেশেও বিদ্যুতের দাম বাড়ানোর তাগিদ দিচ্ছে প্রথম আলো,Anger,Anger,Anger,Anger
দাম বারানোর দিকদিয়ে আমরা শ্রীলংকা কে ছারিয়ে জাবো,Disgust,Disgust,Disgust,Disgust
"৩০০ শতাংশ বাড়ানো হউক বাংলাদেশে,দেশের মানুষ বুঝুক উন্নয়ন কি জিনিস",Sadness,Sadness,Sadness,Sadness
বাংলাদেশ শ্রীলঙ্কা মোদীর পরামর্শ শুনে সরকারি ভর্তুকি দেওয়ার প্রথা থেকে বেরিয়ে আসছে এটা একটা শুভ ইঙ্গিত,Happiness,Happiness,Happiness,Happiness
বাংলাদেশ ও ভাড়াবে সেই ধান্দা শুরু করেছে।,Disgust,Disgust,Disgust,Disgust
এখন বাংলাদেশেও বাড়বে আমি নিশ্চিত।,Happiness,Happiness,Happiness,Happiness
দাম বাড়ানোর দৌড়ে শ্রীলঙ্কা আমাদের ধারে কাছে নেই,Disgust,Disgust,Disgust,Disgust
"বাংলাদেশেও ""সমন্বয়"" করা হোক।",Sadness,Sadness,Sadness,Sadness
"বাংলাদেশে গ্যাস, বিদ্যুৎ, পানির দাম এখনও অনেক কম। সরকারের উচিত এসবের দাম বাড়িয়ে ইউরোপের সমান করা।",Sarcasm,Sarcasm,Sarcasm,Sarcasm
উদাহরণ হিসেবে ভালো কাজে দিবে এমন পরিসংখ্যান!!!,Happiness,Happiness,Happiness,Happiness
আমাদের দেশে ত কয়েকমাস পর পর ই বাড়ানো হয়,Sadness,Sadness,Sadness,Sadness
আমার প্রিয় বাংলাদেশে এটা কোন বেপার না সবসময় ভাড়তে থাকে,Sadness,Sadness,Sadness,Sadness
শ্রীলংকার বড় ভাইয়ের কত পার্সেন্ট বাড়বে এটাই দেখার বিষয়।,Sadness,Sadness,Sadness,Sadness
শ্রীলঙ্কা শ্রীলঙ্কা বলে কি আমাদের কে স্বাভাবিক করছ...? বাংলাদেশও দাম বাড়াও অবাক হব না,Disgust,Disgust,Disgust,Disgust
প্রথম আলো বাংলাদেশের সরকারকে ভালো একটা অজুহাতের ব্যবস্থা করে দিল।।,Disgust,Disgust,Disgust,Disgust
যখন কোন মেয়ে একজন ছেলেকে এইভাবে ছোট করে কথা বলে তখন মনে হয় মানুষের চাইতে টাকার দাম বেশি,Sadness,Sadness,Sadness,Sadness
আস্তে বলেন আমাদের সরকার শুনলে আবার বিদ্যুৎতের দাম বাড়িয়ে দিবে,Fear,Fear,Fear,Fear
পরিস্থিতির চাপে অনেক কিছু হারাতে হয়,Sadness,Sadness,Sadness,Sadness
মানুষের আসল সৌন্দর্য্য ফুটে উঠে তার সৎ কর্মের মাধ্যমে।,Happiness,Happiness,Happiness,Happiness
"মানুষের মনটা যদি সুন্দর না হয় ,তাহলে চেহারার সাদা কালো দিয়ে কিছু যাই আসে না ।",Sadness,Sadness,Sadness,Sadness
"যারা চায় বাংলাদেশ শ্রীলঙ্কা হোক,তাদের কে আগে সরকারি খরচে শ্রীলঙ্কা পাঠিয়ে দেওয়া হোক অভিজ্ঞতা অর্জনের জন্য",Disgust,Disgust,Disgust,Disgust
ভিডিও মেকিং অসাধারণ সুন্দর ,Happiness,Happiness,Happiness,Happiness
তাহলে বাংলাদেশেও বাড়ানো হোক দুইদিন পরে বাংলাদেশ তো শ্রীলংকা হয়ে যাবে!!,Sadness,Sadness,Sadness,Sadness
মানুষ স্বপ্ন দেখে আশা নিয়ে বেঁচে থাকে।,Happiness,Happiness,Happiness,Happiness
শ্রীলঙ্কার সাথে সামঞ্জস্য রেখে যেন দেশেও বিদ্যুতের দাম না বাড়ায়!,Fear,Fear,Fear,Fear
"অসাধারণ গীতিকার, সুরকার আর অভিনয়ে পুরোপুরি বাস্তবতা। এ গানটি একটা মাইলফলক স্পর্শ করবে।",Happiness,Happiness,Happiness,Happiness
নিঃসন্দেহে এই গানটা বাংলাদেশের হিপ-হপ ইন্ডাস্ট্রিতে রেভ্যুলেশনারী চেঞ্জ আনবে।,Happiness,Happiness,Happiness,Happiness
বর্তমান প্রেক্ষাপটে গানটি দেশ সেরা পদক পাওয়ার মত।,Happiness,Happiness,Happiness,Happiness
"অসাধারণ একটি গান, আমাদের মত যারা ক্ষুদ্র ব্যবসায়ী আছে তাদের সাথে অনেক মিল আছে গানটা'র,,,, 
এরকম বাস্তববাদী গানের জন্য ",Happiness,Happiness,Happiness,Happiness
ভয়ংকর দেশদ্রোহী কুলাংগার পত্রিকা প্রথম আলো,Anger,Anger,Anger,Anger
গানের মাঝে সুন্দর ভাবে ফুটে উঠেছে এখনকার সময়ে ব্যবসার পরিস্থিতিটা,Happiness,Happiness,Happiness,Happiness
আমার ভুল হয়েছে 😐আর বাকি খাবো নাহ্,Sadness,Sadness,Sadness,Sadness
চা শ্রমিকদের আন্দোলনকে ভিন্ন ভাবে প্রভাবিত করার চেষ্টা করছে নোংরা রাজনৈতিক মহল,Anger,Anger,Anger,Anger
এই সিদ্ধান্ত নিতে সরকারের এত সময় লাগে,Disgust,Disgust,Disgust,Disgust
